videoid,comments
7200093143939812610,PETE!! 🥰🥰🥰🥰
7200093143939812610,Get Pete to talk about Ohio
7200093143939812610,"Pete, the train....the train, Pete, The TRAIN PETE"
7200093143939812610,Hii🥰
7200093143939812610,What happens if a train company poisons your whole town?
7200093143939812610,nothing to see in ohio.. this video would have been helpful at Christmas time.
7200093143939812610,This is AWESOME!!
7200093143939812610,Pete Butigeg yesssssss 👏
7200093143939812610,"This is great! If you’re able and have access to him, please ask about the Ohio derailments and what can be done for these residents who are terrified"
7200093143939812610,This is fantastic. Thanks so much for sharing.
7200093143939812610,Meanwhile….OHIO…..
7200093143939812610,First and I love you <3
7200093143939812610,When Pete’s too busy doing TikTok’s to go to Ohio!
7200093143939812610,"The site says Controlable delays, so something like weather wouldn't count. I was stuck in Tampa last month bc of weather in NC. 🙁"
7200093143939812610,Got delayed by 2 hours and 50 minutes the other day lol
7200093143939812610,"Hi Erica, I was on frontier and they delayed my flight for the next day will the next three days they say they could not compensate me with anything"
7200093143939812610,Thank you Erica😁
7224131380999982362,он бы согрел🥰
7224131380999982362,он бы согрел...
7224131380999982362,він би просто спалив його😅
7224131380999982362,він би роздер печінку
7224131380999982362,"угу,угу, прожигает зато."
7224131380999982362,вывод: пейте самогон и не вредите своему здоровью
7224131380999982362,это гениально 😂 на днях повторю такое видео) не забыть бы отметить вас😂
7224131380999982362,самогон бы на соедующий день бы даде надпомнил бы о себе
7224131380999982362,@lenka_046 це Саша 😂
7224131380999982362,Самогон не терпить Люсь.
7224131380999982362,@malissa_ а ти тут мене ругаєш
7224131380999982362,И речь не про напиток
7224131380999982362,все что мы любим нас убивает
7224131380999982362,100%😅😂😂😂
7224131380999982362,@_aza_li 😂😂😂
7224131380999982362,всех с 2017
7224131380999982362,всем нам не хватает тепла 😞🥺
7224131380999982362,Иииии?
7224131380999982362,Жиза
7224131380999982362,Деду бы понравилось..
7224716329519992069,Cholo is like no never mind
7224716329519992069,Bro like now u about to find out why my parents pay $500 a month
7224716329519992069,It had to be the tiger claw that cholo was scared of 🫳🏻🫴🫳🏻😳😂😂
7224716329519992069,he has been waiting for that moment in years.
7224716329519992069,Im doing this next time someone calls me out😂😂 they was shook Lord😅
7224716329519992069,"Show the whole video, the guy in red knocked that wanna be Killah out."
7224716329519992069,"they're like, oh hell no nevermind...😂😂😂"
7224716329519992069,This is a good tactic if you don’t know how to fight 😂 really get into your opponents head
7224716329519992069,White guy vs cholo en YouTube
7224716329519992069,This would’ve been crazy 😂
7224716329519992069,Ima be honest the only reason I saw the whole video was cus of the jam 🤣 💃🏻
7224716329519992069,I would be afraid too
7224716329519992069,I took karate classes for over a year and ironically the red shirt guys stance is almost spot on to how we were told to do it LMAOUEJSI
7224716329519992069,Intimidatily... Chamaco wins.
7224716329519992069,😂😂😂
7224716329519992069,Red ranger vs lean like a cholo
7224716329519992069,Isn’t this on YouTube? Karate man does lay him out 😳
7224716329519992069,One time in 1987 I did the karate kid stance in Mexico and dude backed down 😂😂
7224716329519992069,cholo gets Tko sleep sleep 😂😅
7224716329519992069,😂😂😂
7223880659293555969,@its.dana BELARUSBANK
7223880659293555969,😂😂😂
7223880659293555969,😂😂😂😂😂😂😂
7223880659293555969,😂
7223880659293555969,это охранник с работы сваливает 😅
7223880659293555969,пов: недали кредіт😂
7223880659293555969,Світ не без добрих людей
7223880659293555969,кредит не одобрили
7223880659293555969,он просто кредит большой взял и не хочет отдавать
7223880659293555969,"Не стесняйтесь, главное спросить, люди подскажут😂"
7223880659293555969,По больше бы таких добрых людей
7223880659293555969,Охраника уволили
7223880659293555969,мог бы и дверь подержать
7223880659293555969,Челу кредит не одобрили
7223880659293555969,ну это хорошие люди подскажут ещё помогут вынести😂
7223880659293555969,у него просто смена закончилась
7223880659293555969,странно что не предложил помочь
7223880659293555969,не охраны нет. я домой пошёл. сменщика не дождался
7223880659293555969,"В Беларуси всегда люди добрые, помогут"
7223880659293555969,Есть фильм Любой ценой (2016) там тоже помогали люди грабителям
7225133152128290074,Thesubtitlesarereallyweird
7225133152128290074,He is so fine😭
7225133152128290074,Space❌ nospaceinthesubtitles✅
7225133152128290074,thesubtitlesareannoyingme
7225133152128290074,Whothehellmadethesubtitleslikethis
7225133152128290074,Show would be good if it wasn’t for Sheldon
7225133152128290074,Not the slideshow transitions💀
7225133152128290074,is this Lilly from Hannah Montana
7225133152128290074,I still like Veronica for Georgie
7225133152128290074,Man put no spaces in the subtitles
7225133152128290074,how do you make this videos
7225133152128290074,need space
7225133152128290074,What was the age difference
7225133152128290074,meemaw bad
7225133152128290074,This is exactly like the one episode of friends with Monica and a freshman
7225133152128290074,use the space bar
7225133152128290074,Episode is young Sheldon Cooper family
7225133152128290074,Monica and Ethan Friends
7225133152128290074,sum similar happened to me except i was 19 she was 27-28 but i didn’t lie ab my age lmao
7225133152128290074,There is a similiar scene in friends
7224535842126138666,I should call her
7224535842126138666,😅😅😅😅literal
7224535842126138666,That’s what he said 😂
7224535842126138666,Double facts
7224535842126138666,😳😂😂
7224535842126138666,Hear me out!
7224535842126138666,That’s crazy 💀
7224535842126138666,NOOOO😂😂😂😂
7224535842126138666,😂😂😂😂
7224535842126138666,😂😂😂😂
7224535842126138666,😂😂😂
7224535842126138666,oh 😶
7224535842126138666,masha;oh No😐
7224535842126138666,everything reminds me of her 😞
7224535842126138666,"Mexico:😁
Argentina:🥵"
7224535842126138666,oh no hermano
7224535842126138666,El audio tiene potencial 😳
7224535842126138666,empezamos fuerte 😳
7224535842126138666,quien más vino a ver los comentarios porque ya sabemos cómo somos 😅😅😅
7224535842126138666,Empezamos Fuerte Continuamos fuerte y terminamos fuerte 🤠
7221908344678714667,"this girl: ""tie her shoes""
this guy: respect 😱🔥🔥🔥"
7221908344678714667,Why is Messi here?
7221908344678714667,I already k how to do this
7221908344678714667,why i west my time man 😏
7221908344678714667,wow 😻
7221908344678714667,Messi approves
7221908344678714667,WoW 😁
7221908344678714667,🥰🥰😎😎😎😎
7221908344678714667,wow genius come back!!!
7221908344678714667,😳😳😳
7221908344678714667,🥰
7221908344678714667,😳😳😳
7221908344678714667,[blink]
7221908344678714667,96
7221908344678714667,WOW
7221908344678714667,W OW
7221908344678714667,@ishax_0817 true it
7221908344678714667,1. Tutoral plzzzzz
7221908344678714667,what ia bro fabbling about bottom corner💀💀
7221908344678714667,This is good idea ☺️
7224965637322444078,tom and jerry
7224965637322444078,Бабай
7224965637322444078,а что если кот под деваном насрёт?
7224965637322444078,кіт який там насрав
7224965637322444078,а если там кот насрет?
7224965637322444078,Кот внутри: 💀
7224965637322444078,бедный демон😭
7224965637322444078,байка а не демон
7224965637322444078,А что если демон и кот там акажется
7224965637322444078,а потом как насрёт
7224965637322444078,мой батя там бы зимние вещи хранил
7224965637322444078,Мне всегда казалось что он за кроватью…
7224965637322444078,"внизу я
?!!"
7224965637322444078,незуко тян
7224965637322444078,а если кот нарыгает?
7224965637322444078,а как мне за ним убирать если он насрет?
7224965637322444078,"@Mao_t ВХВВХ,Бедный кот,в закулисье попал"
7224965637322444078,и найдет своего товарища кота
7224965637322444078,"@vitamia хочу такую, ХАХАХАХАХАХХА"
7224965637322444078,@Пава пева гемабоди ПХАЭПХАХАХПХПЗА
7224842686585523482,Only in Odessa 💀
7224842686585523482,"Wednesday, Squid Game and Huggy Wuggy collab 💀"
7224842686585523482,final stage of capitalism
7224842686585523482,Youtube kids irl
7224842686585523482,the fall of the ussr and its consequences
7224842686585523482,youtube shorts ahh show
7224842686585523482,The kids seem so happy 😓😓😓
7224842686585523482,welcome to Ohio
7224842686585523482,Youtube kids in real life
7224842686585523482,elsagate
7224842686585523482,Only in Ukraine bro
7224842686585523482,i was there truly a memorable time 🥰
7224842686585523482,@meow2 only in odessa
7224842686585523482,@user52406455548 💀
7224842686585523482,@Dont Mind Me pls ummm... ja man šis bija jāredz tev arī yt shorts irl
7224842686585523482,WHAT IS HAPPENING ⁉️🔥🔥🔥
7224842686585523482,nah im good
7224842686585523482,@☆ i want to go there
7224842686585523482,@puro_mother yes
7224842686585523482,"@b3e_mp3
take Wyatt here"
7224397295205322011,сьогодні добрий
7224397295205322011,оце круто що чоловіки(хлопці) це розуміють❤️
7224397295205322011,хоть кто-то сказал
7224397295205322011,балуешь
7224397295205322011,"на добром,не узнаю тебя"
7224397295205322011,но он то повёлся
7224397295205322011,сегодня добрый
7224397295205322011,Молодец😏
7224397295205322011,Интересно как?
7224397295205322011,@Adanmeme понял?
7224397295205322011,трек??
7224397295205322011,Знакомое лицо...
7224397295205322011,"2 видео в реках подряд, ты краш"
7224397295205322011,Тоша номер 2
7224397295205322011,"сначала не лайкнула, а потом поняла и матала назад что бы поставить лайк😂😌"
7224397295205322011,такое лицо знакомое
7224397295205322011,бригаду..
7224397295205322011,Ноа Шнапп????????
7224397295205322011,Бригаду это типа оглядывайся?
7224397295205322011,Чел ну фактиш 😏
7224159543096397083,So we’re all thinking Anne with an e
7224159543096397083,Anne with an e??????
7224159543096397083,i thought it’s anne with an e
7224159543096397083,the only newsies cast i wanna see now
7224159543096397083,wheres gilbert?
7224159543096397083,The jumps are so satisfying to watch
7224159543096397083,ITS SO IN TIME ITS SO PERFECT THIS IS ONE OF MY FAVOURITE VIDEOS
7224159543096397083,slaying
7224159543096397083,the musical theater kids know
7224159543096397083,i love how dancers will always do these in sync it looks so satisfying 🤭
7224159543096397083,Rory made it!! Good for him!!
7224159543096397083,LMAOO i thought mery poppins returns but i feel like no one has ever watched that masterpiece
7224159543096397083,Now is the time to slay the day
7224159543096397083,Is this Anne of green gables
7224159543096397083,Super!😀🎶🎶👌👌👌👌
7224159543096397083,@Avery ‼️holes movie be like
7224159543096397083,Am I the only one who thought the boy in the stripped pijamas
7224159543096397083,me when the wifis down
7224159543096397083,ADORBBSSSSS
7224159543096397083,newsies best musical
7211511080395246854,"1,3,4"
7211511080395246854,"3,4"
7211511080395246854,украду у деда кусок сахара
7211511080395246854,"можливо 40000 гривень, но ніяк не рублів))"
7211511080395246854,"тьху, 3 гривні так мало"
7211511080395246854,"нічого, навіщо мені ці копійки? Якщо переводити в еуро то це нічого не коштує."
7211511080395246854,"2.
у своей бабушки украду ручку которая не пишет"
7211511080395246854,"+ отпуск
+ 40 000 рублей"
7211511080395246854,украду у своей бабушки с кухни кусок салфетки
7211511080395246854,украду у бабушки конфету
7211511080395246854,Украду у бабушки и дедушки конфету
7211511080395246854,У дедушки и бабушки можно украсть конфетку или печенку а так не
7211511080395246854,2. украду катушку ниток
7211511080395246854,"все
1легко
2украду какую-то конфету
3krassnyali
4там мой друг"
7211511080395246854,2. украду что то не стоящее
7211511080395246854,2. украду носок }=)
7211511080395246854,"Все кроме 3, тк как + деньги, + бабушка, + дедушка…"
7211511080395246854,все кроме 2
7211511080395246854,1 на изи потому что комп не кто не отменял 😏
7211511080395246854,"+отпуск,+сорок тысяч,+друг"
7224381299505696046,"#protecthyunjin
#protectstraykids
#protecthyunjin2023"
7224381299505696046,😂😂😂
7224381299505696046,@Julia Number_one 😂😂😂
7224381299505696046,"Ахахаха, с родить день шапка вынесло"
7224381299505696046,Тот самый гугл переводчик:
7224381299505696046,відмінки? нє не чули
7224381299505696046,так вот почему описание на Али экспресс такое крутое
7224381299505696046,Описание товаров на алиэкспресс:
7224381299505696046,теперь понятно почему на алике такой странный перевод😂
7224381299505696046,"Моя любимая рубрика, помогает понять язык"
7224381299505696046,@_sukrunta8_ товары на алике так же переводятся видимо
7224381299505696046,"ДА БУКВАЛЬНО
но так как я уже давно учу китайский так привыкаешь"
7224381299505696046,а мандарин как переводится?
7224381299505696046,11 шапок
7224381299505696046,@something_from_the moon✨ ХАХАХАХХАХА
7224381299505696046,А я на немецкий жалуюсь
7224381299505696046,радить день шапка
7224381299505696046,"теперь понятно, почему они так говорят по русски.."
7224381299505696046,Красивый язык
7224381299505696046,Я хотеть кровать подушка
7224482426678955270,ПОПШИКАТТЬЬЬЬЬ
7224482426678955270,Bro thinks shes newmartina
7224482426678955270,Don’t forget to spray a lot of water
7224482426678955270,ohio
7224482426678955270,NEWMARTINA2 left the world 😅
7224482426678955270,Guys I think I did that trend wrong 🥺
7224482426678955270,forgot the spray 😂
7224482426678955270,😂😂😂but tell me why Do I watch all the videos!!!
7224482426678955270,Welcome to comment😂
7224482426678955270,u rlly win this trend😂😂
7224482426678955270,I understood
7224482426678955270,part 2 plss
7224482426678955270,NEW Martine😂
7224482426678955270,What the hell🔥🔥🔥
7224482426678955270,ON
7224482426678955270,Search:asmr phone cleaning girl
7224482426678955270,@NEWMARTINA2 🙄 why she doing that 😂
7224482426678955270,WHO understand he understand???? what????????????? ☠️☠️☠️☠️☠️
7224482426678955270,That one girl on my fyp :
7224482426678955270,NEW MARTINA INTERNAZIONALE
7224474119620824322,White pencil
7224474119620824322,дайте артикул на вб
7224474119620824322,Такая стрижка гораздо больше идёт
7224474119620824322,что такое вб?
7224474119620824322,а это разве не лист нори?
7224474119620824322,где такое купил?
7224474119620824322,он так нежненько их готовит 🥺
7224474119620824322,а я то сначала другое придумал😅😅
7224474119620824322,это суши
7224474119620824322,где заказали😂😂
7224474119620824322,white pencil
7224474119620824322,как називаєтса
7224474119620824322,только один рис готовится примерно час 😊
7224474119620824322,может скажем ему?
7224474119620824322,а что если...
7224474119620824322,"Если что рис не обычный, а под спец уксусом"
7224474119620824322,Где купить?
7224474119620824322,Это не роллы
7224474119620824322,я
7224474119620824322,жену угостил
7225090504881474842,Nah the people who do less than half the work I did and they get a similar grade than me
7225090504881474842,4 mints💕
7225090504881474842,real
7225090504881474842,Yoooooo 😭😭😭
7225090504881474842,@Ghislayner 😂
7225090504881474842,@evelyjasmin if yk who gets a better grade then us in bio 😭
7225090504881474842,This song Is goated fr
7225090504881474842,@Jared :)
7225090504881474842,😁
7225090504881474842,@eve💗 naomi
7225090504881474842,@Natalyy kenner
7225090504881474842,Sorry 😌
7225090504881474842,Yo hahaha
7225090504881474842,@David 😭😭😭
7225090504881474842,@_s0uthpark.1 xd el Alexis
7225090504881474842,@Jinnyjinnss 😭
7225090504881474842,yooo
7225090504881474842,ocupa mejor puesto que yo*
7225090504881474842,Yo cuando el que no hizo nada se saca mejor nota que yo
7225090504881474842,a los que no ayudaron nada en trabajos de equipo y todo lo hiciste sola y despues sacan mas que uno
7220934076528610602,Nah this took me out 💀
7220934076528610602,Stawwwp they are already insecure about that 😭😭😭
7220934076528610602,nah some of them beautiful asf for no reason
7220934076528610602,I always look down😂
7220934076528610602,ALT @lord.trunks
7220934076528610602,"When I have my glasses on, you cannot see my eye bags, but when I take them off, they’re there and it looks like I got punched in the eye"
7220934076528610602,@lexilovesherself00 😭
7220934076528610602,@r4tsmxp remind you of any one 😏
7220934076528610602,@RD_27🇦🇱 XENON HELEP
7220934076528610602,same😂
7220934076528610602,@Ńeffŷ💍🤍 @Hi suweyda be like
7220934076528610602,@𝓂 @juliana Neal
7220934076528610602,@marinedurozoy bahaha
7220934076528610602,i hope they dont tag me in this one 💀
7220934076528610602,BRO REALY TURNED INTO MY FRIE
7220934076528610602,@🫀 i'm sorry😔
7220934076528610602,"A traumatizing way to say it is with a bad expression on ur face ""You look way too different without glasses on"" r they telling me I look uglier😭"
7220934076528610602,@lordtrunks I just died 😭 🤣
7220934076528610602,@idkbabes__ @💗 HAHAHH
7220934076528610602,That’s me
7222411858978819371,they wanna pop out this year😒 but not last year when i couldn’t go
7222411858978819371,Misamo unit said hold my bags I’m going crazy
7222411858978819371,US tour finna be crazy
7222411858978819371,missed the chance to call them mimosa
7222411858978819371,this is going to be the most quietest ride home 😭😭😭😭
7222411858978819371,not to mention they go even crazier when they get to the US and get their grubby little fingers on LA water
7222411858978819371,He probably gonna like it
7222411858978819371,at least your going🙄
7222411858978819371,I LOVE BEING J-LINE BIASED
7222411858978819371,same bro
7222411858978819371,"Sad thing is, with my dad he says age is just a number😨"
7222411858978819371,This literally synced up so well 💀🔥😂
7222411858978819371,im going with my mom…
7222411858978819371,I’m going w my mom 😓
7222411858978819371,SAME LIKE IMA CRY
7222411858978819371,I might go this July with my mom
7222411858978819371,jline going crazy rn
7222411858978819371,IM GOING WITH MY MOM IDK WHO SHE GONNA REACT
7222411858978819371,I’m going with my whole family 😨😨
7222411858978819371,@aj.godfather UHM. I’m scared
7198670481145285931,imagine looking this effortlessly good :)
7198670481145285931,witha pencil wow!
7198670481145285931,U look like light yagami or Kira
7198670481145285931,You guys are my favorite tiktokers🫶🫶
7198670481145285931,I LOVE YOUR VIDEOS!❤️
7198670481145285931,"🗣️:How many times did you watch this?
Me:Yes........ 😳"
7198670481145285931,honestly that pencil catch was so good
7198670481145285931,EARLYY
7198670481145285931,You are both so damn hansome
7198670481145285931,YESSS!! This trend is really made for Dark Daniel 😳🖤
7198670481145285931,Finally early after work has been keeping me busy 😭 y’all’s videos literally always are my picker upper tho when I am having a bad day so thank you🥹
7198670481145285931,i have my first ballroom competition tmrw 😳😖
7198670481145285931,Y’all look soo goodd
7198670481145285931,why didn't I notice the person changed 😭
7198670481145285931,You both always look amazing 🥰
7198670481145285931,i'm still watching this video all the time 💯
7198670481145285931,"○ straight
○ lesbian
○ bisexual
○ pansexual
● completely in love with a person who just appeared on my fyp."
7198670481145285931,the video that made me watch all ur vids
7198670481145285931,"you're killing me rn, not your ex 💀😭"
7198670481145285931,he just went white
7225932498994351406,я думал у меня видео не грузится
7225932498994351406,у меня точно мод?
7225932498994351406,у меня у одного не грузит видео
7225932498994351406,Как ты его залил
7225932498994351406,вадим на месте. было дело
7225932498994351406,что почему я черный
7225932498994351406,Видео 0.0 сек делится ☠️
7225932498994351406,я
7225932498994351406,У меня так друг ушёл
7225932498994351406,я тот самый Вадим вопросы?
7225932498994351406,где видео
7225932498994351406,Володя И Вадим разные имена при чем здесь Володимир Зеленский
7225932498994351406,Кчау
7225932498994351406,сам придумал?
7225932498994351406,"на следуший день
можно выйти?
нет Вадим придет выйдешь"
7225932498994351406,как песня называется???😳
7225932498994351406,главное что роботает
7225932498994351406,видео 5 сек идёт
7225932498994351406,Это я всем инет выключил
7225641594345540906,part 2❌ new video ✅
7225641594345540906,How to get the blue comment
7225641594345540906,[search] how tho get bleu coment
7225641594345540906,how to get blue comment
7225641594345540906,hey mom can i
7225641594345540906,How to get blue comment
7225641594345540906,blue comment
7225641594345540906,I’m gay
7225641594345540906,Hey mom can I. NO!
7225641594345540906,hey mom can i no
7225641594345540906,bro he never put part two or the same video next....i will block you
7225641594345540906,mom can i no
7225641594345540906,@blue.comment
7225641594345540906,@How to do blue comment🔎
7225641594345540906,@Blue Comment
7225641594345540906,cool
7225641594345540906,They copy people
7225641594345540906,No. No. No. 123
7225641594345540906,No. No. No 321. No
7225641594345540906,1111111111111111111111111¹¹¹1111111111111
7199875472333819138,why does nayeon looks like she cleaned the entire house😭😭
7199875472333819138,DAHYUN BEGGING FOR HELP
7199875472333819138,nayeon so so so so cute🥰
7199875472333819138,Dahyun and her Own Version
7199875472333819138,Dahyun smile through the pain
7199875472333819138,fries
7199875472333819138,I LOVE NAYEON❤💗
7199875472333819138,NAYEON'S TEETH????? HELLO????
7199875472333819138,"I'm a fan of Nayeon's bunny teeth, but why does it look different here? nooo 😭😭"
7199875472333819138,cute 😭💖💖
7199875472333819138,KIM DAHYUN WILL RULE THE WORLD
7199875472333819138,NAYEON LOOKS SO COZY AND CUTE
7199875472333819138,dahyun messing up is so funny for no reason
7199875472333819138,meow😼
7199875472333819138,Jihyoo🥰🥰 so cute [drool][drool][drool][lovely]
7199875472333819138,jihyo kinda 🤏 looks like tzuyu
7199875472333819138,i love Nayeon 🖤🖤🖤🖤💗
7199875472333819138,DAHYUN'S FACE 🥰🥰
7199875472333819138,SO CUTE
7199875472333819138,why dahyun is praying for y'all? 😭😭
7220898300839349550,they prolly just posted a tutorial on how to build the pyramids on youtube or sum
7220898300839349550,In reality there's a period of history we have no ideas about
7220898300839349550,All the land is connected. Just different elevations everywhere.
7220898300839349550,"The misconception is that we think we are smarter than them. When they were always smart, just different tech and environment."
7220898300839349550,Fallen angels built the pyramids
7220898300839349550,the book of jubilees has ocean vs land mass ratios flipped before the flood of noah
7220898300839349550,Tell me something that I don’t know
7220898300839349550,We’re spiritually connected. They didn’t have contact it’s possible for good ideas and thoughts to be universal
7220898300839349550,SIR LANKA 😂😂😂😂
7220898300839349550,He said Sir Lanka😂
7220898300839349550,It's that not deep. It's just a cool looking shape that's structurally stable.
7220898300839349550,"the pyramids in Iran and Iraq look a lot similar to the Aspero pyramid in Perú, all that distance and time in between yet so similar..."
7220898300839349550,Phoenicians were exploring the oceans about 2000 BC
7220898300839349550,Basic math proves how they defo were smarter than us and communicated. Watch hidden sacred numbers by Randall Carlson x
7220898300839349550,i’m curious about the last supper now
7220898300839349550,where is the one in Canada? I'd like to look into it
7220898300839349550,Adam's bridge😂😂
7220898300839349550,@westtonnn told you buv
7220898300839349550,its called email
7220898300839349550,It's progress no one but nature itself did after the stuff things.
7225682194793073963,Im not even higher or 8th grade but i got all right😭
7225682194793073963,In not Australia Is Oceania and Australia
7225682194793073963,It is not Australia it is oceania
7225682194793073963,why is nobody talking about the fact that australia isn’t a continent its a country in oceania
7225682194793073963,a grade 3 question💀 3/3
7225682194793073963,Level:American
7225682194793073963,it is 8th graders questions in america?
7225682194793073963,"Australia is not a continent.
The continent us Oceania"
7225682194793073963,I wish 8th grade was this easy
7225682194793073963,bro its not australia its oceania
7225682194793073963,Australia isnt a continent
7225682194793073963,These are so easy and i didn’t even learn this in school
7225682194793073963,first one is oceania
7225682194793073963,Australia its not a continent
7225682194793073963,it's Europe bc Australia ain't even a continent 💀
7225682194793073963,I’m got them right
7225682194793073963,australia a continent ???
7225682194793073963,Australie isn't a continent
7225682194793073963,Threefor three in grade 6
7225682194793073963,3/3 this is 5th grade lvl
7222016269397151018,"The game was training us for the ""moment"""
7222016269397151018,Poor Leo tho.. he got betrayed. I played this with my brother and it’s great game btw
7222016269397151018,there should have been an ending where they both live..
7222016269397151018,Leo's ending was much better imo
7222016269397151018,"@Cooper Dolby we should’ve played this game together, I played it with james but we didn’t finish it"
7222016269397151018,this is an amazing game but now i'm crying because of the betrayal in both endings
7222016269397151018,@Real Andrea i’ll know
7222016269397151018,@ammma.r we need more games like this
7222016269397151018,Why did he shoot him tho
7222016269397151018,i played it with my uncle we cried at the ending.
7222016269397151018,it takes two >
7222016269397151018,"glad i stopped it at the first second i saw it, im currently playing the game with my brother and i dont want to spoil it for me."
7222016269397151018,understandable
7222016269397151018,i didnt like that the game was so short
7222016269397151018,@Merch_923 bro we gotta keep playing
7222016269397151018,@isa remember how many times we died on the wall
7222016269397151018,Allat just for it to not be cross platform
7222016269397151018,@RW1
7222016269397151018,this was fun af @Blake Gerbes
7222016269397151018,@Henry Swain u reckon we finish it
7223485821054405934,yu still hit doe🗣️💯
7223485821054405934,I’m the second one while I’m still with her 😂
7223485821054405934,that model walk 😳
7223485821054405934,EVERYONE EATING 🔥🔥💯
7223485821054405934,1 never getting over her.
7223485821054405934,Bruh how did you know I just got broken up with yesterday
7223485821054405934,@Ronnie ur the 2nd one 100%
7223485821054405934,I’m def the first one
7223485821054405934,@BossBoy45 I’m like both in one 😂
7223485821054405934,Both of em
7223485821054405934,nah im both cause my bipolar kicks in😭
7223485821054405934,@michaelb35 u number 2 fssss😭😭😭
7223485821054405934,Probably second one 😭
7223485821054405934,i am the 2nd one
7223485821054405934,i be switching up 30 min 😂
7223485821054405934,3rd is described so the one word. Gym
7223485821054405934,@stlouis_cardinals_prodzz were the second one fr😂
7223485821054405934,im the first one for a day n the second one after the days over
7223485821054405934,i'm definitely the second one (i cried for 3 weeks when my failed talking stage blocked me.)
7223485821054405934,Second she broke I’m up
7224552024140975402,Your life should be on Netflix
7224552024140975402,plot twist he was the one hallucinating a tv was just a wall
7224552024140975402,candle cove
7224552024140975402,candle cove core
7224552024140975402,main character moment
7224552024140975402,I did not think that was gonna go that way
7224552024140975402,first ever original experience
7224552024140975402,But like.. what was the show about? Would you recommend it?
7224552024140975402,well that took a turn
7224552024140975402,One time a metal pipe hit me and i woke up to ny chihuahua trying to eat me and then she flung herself out of the window
7224552024140975402,if you think about it it's kinda nice because you don't have to pay for a tv
7224552024140975402,Hi
7224552024140975402,The search is “candle cove” 😭😭😭😭😭
7224552024140975402,Candle cove vibes fr
7224552024140975402,candle cove core
7224552024140975402,OMG I LOVE YOUR VIDS MY FYP MISSED YOUU
7224552024140975402,Earlyyyy can i get a hi or something i relly love ur videos
7224552024140975402,Are you real?
7224552024140975402,real I imagined I had a dad
7224552024140975402,Okay but like what show were you watching
7220855471480065326,Wait but u real hair and the wig look identical…
7220855471480065326,Me the whole time “😦”
7220855471480065326,PURR LACE WAS LAIDTTT
7220855471480065326,I WAS IN SHOCKED WHEN I SEEN THE LACE
7220855471480065326,WHATTT I DIDNT THINK YOU WERE BEING FRL 😦
7220855471480065326,GIRL I THOUGHT U WERE JOKINH
7220855471480065326,I THOUGHT IT WAS A JOKE…
7220855471480065326,I THOUGHT YOU WERE JOKING
7220855471480065326,I THOUGHT U WERE JOKING
7220855471480065326,Wigs make me want to shave my hair bald so badly but I also want to grow out my actual hair 😭
7220855471480065326,so u weren't joking🥲
7220855471480065326,omg it looks so real
7220855471480065326,@anuragveluri ur turn
7220855471480065326,I DIDNF THINK YOU WERE FR
7220855471480065326,I THOUGHT YPU WERE JOKING
7220855471480065326,THE WAY MY JAW DROPPED WHEN I SAW YOU WHERE BEING FR 😭
7220855471480065326,Bro I thought it was real hair and it wasn’t and then I saw the braids so I thought it was a girl but then I saw real hair so it was a guy 💀
7220855471480065326,Oh. I thought u were jokin 😭😭
7220855471480065326,i thought u was lying 😞
7220855471480065326,i thought that was your actual hair😭
7223175948894489898,Congratulations
7223175948894489898,She posted yesterday that she was 36 weeks baby must’ve come early
7223175948894489898,Congratulations to the family Sandoval 🩵🤍
7223175948894489898,Congratulations beautiful family
7223175948894489898,Thank god you and baby Liam are doing good that is what matters 💙💙💙💙💙💙💙💙💙💙💙
7223175948894489898,Congrats girly
7223175948894489898,😂😂😂😂😂
7223175948894489898,😂🥰🥰🥰😂
7223175948894489898,😂😂
7223175948894489898,congratulations to both yall newborn baby boy Liam ❤️🫂❤️
7223175948894489898,😂😂😂😂😂
7223175948894489898,🥰
7223175948894489898,😂😂🥰🥰
7223175948894489898,😂😂🥰
7223175948894489898,Congratulations 🎉
7223175948894489898,💗💗
7223175948894489898,How exciting 🥺
7223175948894489898,🥰🥰🥰
7223175948894489898,🥰🥰🥰
7223175948894489898,😂
7214505762599472389,Shall I do an elopement series???
7214505762599472389,I would love to but i dont want a witness and they require one😣
7214505762599472389,Ceremony in Photoshop?
7214505762599472389,Can we make the pic of the makeup longer so I can screenshot it and find the products
7214505762599472389,You saved so much money & stress! Why pay THOUSANDS to please others and have a free meal. That money belongs to y’all! 🙏🏼
7214505762599472389,Why spend thousands on people we barely talk to when we can have intimate moments just us 🤷🏻‍♀️❤️
7214505762599472389,My husband and I eloped in lockdown and it was the best decision we ever made 🥰😍
7214505762599472389,DAMN😳😳😳
7214505762599472389,We eloped in Paris under the Eiffel Tower ❤️❤️
7214505762599472389,"Wish I’d done this! Our wedding caused me sooo much stress, you defo see people’s true colours! X"
7214505762599472389,SO beautiful!!
7214505762599472389,Ur wedding dress is PERFECT
7214505762599472389,🔥🔥🔥
7214505762599472389,gorgeous
7214505762599472389,You are stunning
7214505762599472389,@turangabrown i like this
7214505762599472389,Love!!
7214505762599472389,Absolutely stunning
7214505762599472389,@lakkinjarvisphotography this is me
7214505762599472389,Stunning ✨✨✨
7225019920487271726,This guy should start his own YouTube channel and named it Vsauce or something like that
7225019920487271726,The end bro was like 😃😐
7225019920487271726,him at the end: 👹👹👹😐😐😐
